New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Wed Apr 17 21:55:20 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_MS2	Total_MS3	Unique_MS2	Unique_MS3	Corrected_MS2	Corrected_MS3	PSMs_Used_MS2	TotInt_126C_MS2	TotInt_127N_MS2	TotInt_127C_MS2	TotInt_128N_MS2	TotInt_128C_MS2	TotInt_129N_MS2	TotInt_129C_MS2	TotInt_130N_MS2	TotInt_130C_MS2	TotInt_131N_MS2	TotInt_131C_MS2	PSMs_Used_MS3	TotInt_126C_MS3	TotInt_127N_MS3	TotInt_127C_MS3	TotInt_128N_MS3	TotInt_128C_MS3	TotInt_129N_MS3	TotInt_129C_MS3	TotInt_130N_MS3	TotInt_130C_MS3	TotInt_131N_MS3	TotInt_131C_MS3
41	1	EXTRA_0005	 	 	 	 	43.3	529	57861	[sp|P52292|IMA1_HUMAN] Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1	223	223	1.000	136	87	136	87	136.000	87.000	136	5439823.851810001	56551416.50219797	833301.7772529998	8812923.763062	27980882.034423005	1613633.0977170002	3493944.633360001	6062694.049379	2237575.0315300007	4935711.746407001	40997.091705	87	6633778.370698003	85942798.34961304	81882.596253	12396575.201325998	42709432.642334	800159.2139410003	3635607.5772430007	7430625.521924998	1689202.9351170007	6181940.919889997	3424.508789
42	1	EXTRA_0006	 	 	 	 	55.6	261	29717	[sp|Q14847|LASP1_HUMAN] LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2	222	222	1.000	134	88	134	88	134.000	88.000	134	1929100.1653079991	854593.2409709996	14908276.934328998	693508.107067	3849269.5260599996	29866735.595218994	270222.906674	3601148.0801099995	1002921.290863	1904256.6881689997	6458.678374	88	1434218.1148349997	576900.2867740004	11823982.109010002	384281.9738170001	2922719.7367529995	23043029.231202	48737.17166199999	2774224.0374499997	615077.4265750003	1323315.6125499997	17302.581512999997
43	1	EXTRA_0007	 	 	 	 	72.9	428	48847	[sp|O15379|HDAC3_HUMAN] Histone deacetylase 3 OS=Homo sapiens OX=9606 GN=HDAC3 PE=1 SV=2	126	126	1.000	76	50	76	50	76.000	50.000	76	1004751.2995300001	1230586.550294	656992.5093689999	884351.34921	23458678.809816007	746447.4716480001	11106430.644529	2106350.886598	749718.2591539999	1898281.818234001	656.477234	50	887413.1675309996	1110301.97562	342738.25551	433463.75561600004	26054411.417236995	462633.7466000001	12745399.884278998	1964144.5366870002	510908.129272	1789266.3316380002	337.38713099999995
44	1	EXTRA_0008	 	 	 	 	60.5	256	29231	[sp|Q9Y2W7|CSEN_HUMAN] Calsenilin OS=Homo sapiens OX=9606 GN=KCNIP3 PE=1 SV=1	171	171	1.000	93	78	93	78	93.000	78.000	93	4939316.502192999	725835.1860249998	3631247.5640600002	56561877.343748994	2427280.633818	5941260.011380999	924401.659455	2549517.3036489994	1831735.0740389999	29828190.08740199	981.010193	78	5961314.252256998	309528.9683240001	4613616.88361	74100969.373047	1740174.256289	7747730.753544998	495271.6938180001	2539712.1575340005	1744238.5427879991	37325028.338867985	150.0
45	1	EXTRA_0009	 	 	 	 	55.4	271	31284	[sp|Q96FW1|OTUB1_HUMAN] Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2	134	134	1.000	81	53	81	53	81.000	53.000	81	1291310.600986	10977775.316894	667553.7366770001	1482864.4416520002	2698358.9877939993	1276306.081065	1462928.879334	2289191.781708	19789363.138671003	1010053.924284	713063.4815980003	53	1070466.6983369999	14777994.045165	70973.065231	1371655.465119	2967331.5862439997	991748.476013	1089035.1075730002	2281439.50488	27393486.46923999	638432.079562	1107816.663774
46	1	EXTRA_0010	 	 	 	 	21.9	146	17008	[sp|Q9H0R8-2|GBRL1_HUMAN] Isoform 2 of Gamma-aminobutyric acid receptor-associated protein-like 1 OS=Homo sapiens OX=9606 GN=GABARAPL1	39	39	1.000	18	21	18	21	18.000	21.000	18	527152.222537	171269.442382	420915.805602	4818119.246581	1057190.344482	576421.176634	9622341.276366001	658280.6527089999	947747.2583009999	985222.805297	5389.18921	21	495806.03338599997	57846.10104199999	378811.57986299996	5368088.220215001	1117328.697755	450536.0870970001	10599237.090819998	596931.4205310001	756068.8005380002	914145.255249	150.0
47	1	EXTRA_0011	 	 	 	 	50.8	476	54371	[sp|O60861|GAS7_HUMAN] Growth arrest-specific protein 7 OS=Homo sapiens OX=9606 GN=GAS7 PE=1 SV=3	237	237	1.000	128	109	128	109	128.000	109.000	128	8381534.821174002	1938981.2439580006	39389893.072908	3310296.7406310015	3309158.1993690017	79263669.86132798	927905.4456219999	8770446.599335998	868677.0550839999	9241591.128571996	3435.5736389999997	109	8261959.8111580005	1811516.7604699994	39616258.209964	2974756.842683999	2718309.8937219996	79305416.860352	1214834.9098200002	7633985.725761999	421857.88800200005	8750683.899538998	987.218971
48	1	EXTRA_0012	 	 	EXTRA_0012, REV_P0A705	 	67.7	586	69412	[sp|P15311|EZRI_HUMAN] Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	388	385	0.992	217	171	216	169	217.000	170.988	216	143202280.58886793	4637532.179655002	23819847.186585996	1931803.0949150003	8861297.482058998	15797255.441469008	10292677.372082006	76875083.30834903	1569076.105349	4276296.980624001	18122.459869999995	169	112791840.149415	3314001.218222001	18547121.527038004	740261.5595420002	6341772.733212998	11974388.77285699	7583049.271977	61510312.373905994	469728.6753560001	2948743.366987	20916.081923999995
49	1	REV_CONT_049 (+1)	REV_CONT_049&REV_CONT_084	 	 	reversed	3.4	589	62033	REVERSED.	6	6	1.000	5	1	5	1	5.000	1.000	5	77843.779785	84225.48828199999	69856.741211	84614.894044	97464.510254	75746.457032	87057.19042999999	98714.39892400001	84431.568847	93786.95312600001	1493.0390929999999	1	15296.581055	20867.554688	185701.078125	32002.416016000003	33877.269531	8547.060547	21859.818359	16878.169922	32293.363281	32251.064452999995	150.0
50	1	REV_CONT_064 (+1)	REV_CONT_064&REV_CONT_072	 	REV_CONT_064, REV_CONT_070	reversed	4.8	645	65911	REVERSED.	3	2	0.667	2	1	1	1	2.000	1.000	1	13611.577147999998	15769.614258000001	15378.71875	14588.920897999998	15132.345703	17300.310547	14319.091797	17594.644531	15104.195312	14767.691406	583.261353	1	10208.351562	13528.479491999999	10750.185547	13695.270508000001	12805.428711	9025.742188	10757.224609	11663.849609	8242.098633	10590.84082	150.0
51	1	REV_CONT_070	 	 	REV_CONT_064, REV_CONT_070	reversed	6.4	638	65870	REVERSED.	3	2	0.667	1	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	16524.059569999998	19536.675780999998	15795.331054999999	19106.163575	19377.172852	17826.116211	18083.801269	19344.005371	18990.406737999998	15995.553711	150.0
52	1	REV_CONT_076 (+1)	REV_CONT_076&REV_CONT_077	 	 	reversed	4.4	430	48057	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	3	85836.66748100001	59670.046631000005	68229.636475	88681.345703	92596.400146	86292.929443	93309.914795	91988.937989	85050.090332	90264.938964	4433.96025	1	9346.266602	8423.595703	9141.672852	10950.336914	11017.939453	10392.025391	12463.34668	11214.387695	11587.662109	12633.383789	355.12265
53	1	REV_CONT_085 (+3)	REV_CONT_085&REV_CONT_120&REV_CONT_140&REV_CONT_141	 	 	reversed	5.7	489	53707	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	9115.286866	11020.823241999999	6838.194092	9840.824463	8740.300293	7078.166016	10856.498047	9923.259521	9201.341064	9408.805664	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	1	REV_CONT_147 (+5)	REV_CONT_147&REV_CONT_154&REV_CONT_172&REV_CONT_173&REV_CONT_174&REV_CONT_178	 	 	reversed	7.0	257	27397	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	64101.604492000006	65361.720703	62518.708984	69405.314453	70329.679688	71402.910156	75526.521484	71388.517578	63120.644531	63526.958984000004	1754.988647	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	1	REV_CONT_167	 	 	 	reversed	8.9	425	47570	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	3	23251.107422	25501.086915	20726.020019000003	31811.216308000003	30693.0625	25116.899902	30910.042969000002	29052.575683	26169.870606	26683.29834	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	1	REV_EXTRA_0012	 	 	REV_EXTRA_0012, sp|P0A705|IF2_ECOLI	reversed	4.9	586	69412	REVERSED.	3	2	0.667	3	0	2	0	2.011	0.000	2	21677.997315	21931.48584	20080.250976000003	27036.827637	28986.383789	25088.957030999998	26858.645508	28535.962402	23979.521973	25067.694336	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	1	REV_P00393	 	 	 	reversed	5.1	434	47358	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	212104.898437	228318.503906	165424.140625	242285.058594	258755.078125	206767.46875	254931.125	244537.140625	212432.980469	224319.460938	4233.776855	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	1	REV_P00887	 	 	 	reversed	8.0	348	38735	REVERSED.	5	5	1.000	2	3	2	3	2.000	3.000	2	204321.289063	250144.28125	201465.132812	242193.53125	264135.765625	264430.742188	271077.882812	254285.507812	241505.6875	215980.335938	150.0	3	395562.738282	399439.261719	307944.51757799997	435690.519531	436548.039062	410667.335937	480090.457031	444609.191406	387485.117188	328031.085938	6599.9375
59	1	REV_P00957	 	 	 	reversed	2.9	876	96031	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	37704.836914	39456.291016	35567.889648	47928.731445	47834.673828	43649.960936999996	46471.664063000004	48089.605469	44997.550781	38526.125	458.97390700000005	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	1	REV_P00961	 	 	 	reversed	3.0	689	76812	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	20074.566406	26055.371094	18902.441406	29470.345702999995	29563.292969	25552.378906	26044.533203	27693.675781	23657.810547	31469.263672000005	150.0	2	47665.911132	34851.338867	68569.144531	47621.8125	56616.064453	40138.077149000004	52290.775391	45255.637695	43794.025391	35096.774414	1246.406067
61	1	REV_P02942	 	 	 	reversed	4.7	551	59442	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9904.501953	10021.780273	8230.081055	13960.935547	10151.516602	13939.677734	12381.530273	10713.164062	10324.553711	9782.310547	232.105499
62	1	REV_P04825	 	 	 	reversed	2.2	870	98918	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	63117.39062599999	49257.007813000004	66420.402343	76579.511719	110588.730469	99797.59375	171945.445313	95403.460937	78648.296875	94293.863282	1012.053833
63	1	REV_P06612	 	 	 	reversed	6.0	865	97349	REVERSED.	5	5	1.000	4	1	4	1	4.000	1.000	4	266345.347656	266352.72167999996	250602.43652400002	305486.081055	297854.791016	251302.119141	307236.053711	298110.264648	259584.67382900004	270360.389649	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	1	REV_P08394	 	 	 	reversed	1.7	1180	133957	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9991.413208	12039.748535	30295.401368	14759.290039	14796.996338	12989.329925999999	13557.168213	11986.879638	11425.316406	10803.057129	274.159729
65	1	REV_P08956	 	 	 	reversed	1.5	1170	134093	REVERSED.	3	3	1.000	2	1	2	1	2.000	1.000	2	234574.390625	304449.96875	244828.984375	272151.0	252398.929688	237466.492188	270306.570313	288000.828125	228837.257813	225750.796875	4253.643066	1	51569.390625	79809.273438	56579.585938	61273.914062	87434.914062	75012.117188	74062.234375	73350.445312	68152.046875	58942.429688	1951.8125
67	1	REV_P0A705	 	 	EXTRA_0012, REV_P0A705	reversed	2.2	890	97349	REVERSED.	4	1	0.250	1	3	0	1	0.000	1.012	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	22497.474609	27507.263672000005	22366.769531	25814.828125	30299.759766000003	24571.978516	31941.861327999995	29867.544922000005	26963.158202999995	22663.171875	1088.110352
68	1	REV_P0A720	 	 	 	reversed	15.0	213	23783	REVERSED.	3	3	1.000	0	3	0	3	0.000	3.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	103101.824219	162573.476562	91551.748047	189235.558594	149844.625	158986.902344	151183.554688	159748.546875	132602.572265	117489.263672	4595.920654
69	1	REV_P0A7X6	 	 	 	reversed	8.8	182	20605	REVERSED.	9	9	1.000	6	3	6	3	6.000	3.000	6	125979.793945	153432.708008	120528.015625	154617.29785099998	175753.48144399998	129432.516602	152478.493163	161306.952147	139957.098633	130503.607422	4215.744873	3	48822.226074000006	60340.632813000004	43263.852051	48691.598145	57311.259766	41441.097656	53861.528807999995	62798.148438	45613.483398	39591.864258	507.31494100000003
70	1	REV_P0A924	 	 	 	reversed	6.7	254	29021	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	47795.439453	47146.076172	42624.18164	49771.84375	55789.28125	44758.308594	60841.453125	50221.431641	50308.3125	49081.427735000005	587.697449	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	1	REV_P0A9C5	 	 	 	reversed	7.0	469	51903	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	3	64569.989257999994	49661.780274000004	55674.893555	324026.75	77908.626953	103007.91308600002	58892.816406	61993.546875	55510.845703	200499.195313	528.6242070000001	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	1	REV_P0A9M0	 	 	 	reversed	2.8	784	87437	REVERSED.	4	4	1.000	1	3	1	3	1.000	3.000	1	6831.37207	6252.140625	7796.11377	8067.744629000001	8192.231445	6927.616211	8097.256836	8315.801758	7849.857422	7886.432617	150.0	3	38128.710938000004	32019.898437	37130.06543	37286.664061999996	41221.995118	39384.824219	43589.133789	44333.809571000005	37664.709961	37275.527343999995	504.73486299999996
73	1	REV_P0A9M8	 	 	 	reversed	2.5	714	77171	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	13358.40625	16264.026856	13149.374023	16218.314452999999	14002.124023	14328.676269	15157.106933	16401.265137000002	13202.769531	14149.949218999998	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	1	REV_P0A9V8	 	 	 	reversed	8.4	298	31158	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	3	96272.22570799998	159427.82666	105213.906739	131375.698486	170068.455078	116504.189942	121935.776734	129123.384278	130092.69104	121560.861573	150.0	1	41419.585938	100354.695313	45105.0625	69044.296875	102708.21875	68213.554688	68957.101562	72090.195312	72679.382812	72583.8125	150.0
75	1	REV_P0A9W3	 	 	 	reversed	3.2	555	62442	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9332.006592000002	10470.113524999999	7994.94397	10262.808593	11720.380616	11600.95288	14325.285034	12714.598388	12153.107666	10976.834839	334.60497999999995
76	1	REV_P0AAZ4	 	 	 	reversed	5.4	447	49626	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	6003.978515999999	7571.521484000001	5157.339844	8169.137206999999	9266.950195	7781.269043000001	7214.256348000001	9259.97168	9336.797852	4244.677246	426.828796
77	1	REV_P0ABF1	 	 	 	reversed	3.2	465	53870	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	36852.085938000004	47363.986328	48413.857422	50134.575195	51657.150391	52260.696289	43373.230469	51783.112305	47893.931639999995	42491.439453	1038.768677	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	1	REV_P0ABI8	 	 	 	reversed	1.5	663	74367	REVERSED.	1	1	1.000	1	0	1	0	1.000	0.000	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79	1	REV_P0ABW9	 	 	 	reversed	28.3	138	15240	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	7519.053467	12322.719483	7380.031983	10746.675781	10933.271241	8097.729248	10451.331787	11690.302734	10258.048340000001	7534.567137999999	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	1	REV_P0ADN0	 	 	 	reversed	5.2	483	55907	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	2255.214844	2962.810791	4325.147949	3936.3312990000004	3869.5607909999994	5247.434082	6299.530761999999	4108.059082	4155.78418	3671.156494	150.0	2	85484.41601600002	76332.771485	90077.59179600001	96013.25585900001	80903.976563	67654.931641	95367.730468	98146.132813	86449.826172	85123.560547	4307.82666
81	1	REV_P0AED9	 	 	 	reversed	9.1	472	53464	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	7589.930176000001	26115.003906	5845.810547	8895.303711	9527.827148	9473.956055	8704.683594	10619.303711	43167.011719	9142.405273	1500.451172	2	73255.317627	80837.436768	80231.075195	77964.218873	72480.167236	73173.471558	94755.97485299999	84275.78833	81025.333008	73122.098145	1553.322632
82	1	REV_P0AES6	 	 	 	reversed	2.5	804	89949	REVERSED.	3	3	1.000	0	3	0	3	0.000	3.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	26277.866699999995	24315.770995000003	36173.59497	25741.108398999997	33674.286132	19093.095947	28477.166503999997	28662.667480999997	28701.609864	30448.656249	150.0
83	1	REV_P0AEZ7	 	 	 	reversed	6.2	452	49417	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	12758.438477	14307.128906	13402.375	14168.237305	23030.238281	12378.077148	15059.873047	17909.414062	16504.371094	13707.90332	150.0
84	1	REV_P0AFK9	 	 	 	reversed	6.3	348	38867	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	28570.011719	50477.8125	31841.636719	48127.855469	53775.78125	41541.21875	44545.050781	47716.65625	45721.308594	38635.023438	150.0	2	44614.005371	45386.314453	37881.445801	49447.696289	47018.210938000004	41008.310547	53145.574218999995	52085.630859	45317.094725999996	46268.355957	928.9104
85	1	REV_P0DM85	 	 	 	reversed	3.1	742	84370	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	36756.890626	47448.78418	35936.154785	55865.027832	45690.102051	54701.292480000004	57075.985350999996	49846.530274	41813.955078	40688.553711	443.412262	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86	1	REV_P15038	 	 	 	reversed	3.1	684	77975	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	3	117580.614258	163135.470703	113669.10058700001	137668.002929	149599.089844	126621.81054800001	129975.658203	132712.66406200003	129076.21581999998	109743.978516	150.0	1	7212.972168000001	5792.959961	4428.84375	9013.746094	5957.039551	8030.869629000001	8201.242188	6259.567871	7222.987305	6590.915039	150.0
87	1	REV_P15877	 	 	 	reversed	2.9	796	86746	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	56999.095703	54908.298828	52872.236328	63924.908203	73685.76562499999	54810.238281	62664.4375	61789.880859	55689.004882	57502.003906	704.6073299999999
88	1	REV_P16687	 	 	 	reversed	10.5	354	38852	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	7957.297363999999	8898.744385	7826.372802999999	10700.088257	9610.379028	7127.140380999999	9604.443848	10621.977050000001	9345.776612	8596.111816	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	1	REV_P16919	 	 	 	reversed	1.2	1426	159723	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	282594.875	312394.246094	240724.585938	368242.328125	319467.523438	288398.980469	352638.421875	336211.933594	298785.574219	259492.066406	11128.566955999999	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	1	REV_P20083	 	 	 	reversed	4.1	630	70243	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	3797.12909	3560.418579	3931.8760979999997	4103.395905	9571.667969	4460.869385	8696.916504	6372.113526000001	4637.93805	4250.77066	150.0
91	1	REV_P21499	 	 	 	reversed	4.2	813	92108	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	4222.725586	7244.757568999999	11944.279663	8934.273986	8455.604614	11401.567261	10535.783813	7279.58252	11328.028320000001	9878.368042	581.255005	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	1	REV_P22106	 	 	 	reversed	5.1	554	62658	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	63087.539062	59161.164062	63030.703125	65950.007812	67013.9375	57064.101562	70362.78125	69087.679688	58643.984375	61452.40234400001	150.0	2	38826.33667	52516.56836	39828.511231000004	46721.619629	58846.10937599999	46757.014160000006	53556.376953	56566.524903000005	46310.171387	51144.592285	87.865898
93	1	REV_P24183	 	 	 	reversed	1.8	1015	112962	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	35269.958984	42277.905274	20337.863769	48096.875	44485.384766	41579.557617	49533.083985000005	41596.433593	35372.331055	35896.351561999996	523.28418	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	1	REV_P25516	 	 	REV_P25516, sp|P0A7Y8|RNPA_ECOLI	reversed	1.6	891	97676	REVERSED.	3	1	0.333	1	2	0	1	0.000	1.167	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	51699.347656	60735.43359400001	45374.453125	67536.492188	71238.921875	60631.640625	53802.601562	61550.59765599999	58091.79296900001	84817.945312	1880.1502690000002
95	1	REV_P25553	 	 	 	reversed	6.3	479	52272	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	3	20812.417481	24152.268066	50110.904786	24099.174805000002	28491.455078	20042.910155999998	23188.943848000003	23486.822266	24642.563476	23038.488281	395.569366	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	1	REV_P25742	 	 	 	reversed	4.4	344	38730	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	100268.957031	127691.13379000002	92472.442383	121517.689453	148635.070313	113724.103516	150394.148437	131680.556641	104354.861328	105201.511718	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	1	REV_P27550	 	 	 	reversed	3.1	652	72093	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	29696.519530999998	28583.274414	29893.200195	32252.329101000003	28969.283204	30427.883789	35746.500977	35821.905273	31736.663086	31423.959961	686.320984
98	1	REV_P28904	 	 	 	reversed	5.3	551	63837	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	8471.139648	7676.344727	8910.870117	8897.794922	9876.271484	17820.398438	14665.148438	12920.314453	8220.025391	11681.725586	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99	1	REV_P30015	 	 	 	reversed	1.5	1538	169379	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	42387.533204	54069.275389999995	40014.699218	48434.041015999996	55288.71582	50323.004883	56873.779297	50857.677734	48100.176757	42786.569336	1223.795043
100	1	REV_P31435	 	 	 	reversed	3.7	460	50948	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	1188015.63916	1135605.889648	1418441.647461	1437594.836914	1559295.427734	1434051.402344	1597565.341309	1554836.571289	1430843.583008	1687145.057617	216103.328125	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	1	REV_P31463	 	 	 	reversed	8.5	319	36881	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	34209.603516	29723.383789	28668.46875	29339.845703	33254.039063	29042.923828	33546.928711	32800.804688000004	32051.356444999998	31458.625	365.062073	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	1	REV_P31660	 	 	 	reversed	6.4	389	43102	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	26494.79834	34182.367676	21807.265626	33320.780029	36701.043945	26463.965820999998	31316.628418000004	28569.041504	32564.82666	46241.141600999996	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	1	REV_P31667	 	 	 	reversed	3.1	292	33267	REVERSED.	7	7	1.000	4	3	4	3	4.000	3.000	4	125162.875	131388.509765	114101.87500099998	143556.658203	162212.287111	126824.128906	140091.976563	146630.986327	135647.50195299997	122364.68749999999	2750.642609	3	44301.552735000005	47814.412597999995	39584.910156	52844.092285000006	55232.669921	45392.56543	49482.13037100001	53282.516113	49265.132813000004	45262.410157000006	1137.1254880000001
104	1	REV_P31979	 	 	 	reversed	4.0	445	49292	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	58798.630859	70328.097656	61278.314453	70681.550781	84804.890625	60530.806641	74991.982422	70275.404297	68180.980469	63252.068360000005	1228.432739	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	1	REV_P32051	 	 	 	reversed	1.4	1325	136513	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	44690.84375	42896.734375	36097.378906	45788.152344	39607.253906	42238.847656	48540.703125	51131.0	41974.265625	44504.953125	1500.672485	2	15634.555176000002	14745.441406	15560.395508000001	21055.249512000002	18165.67334	22630.236328	21731.754883	19157.210937	18822.888184000003	19176.779785	441.721588
106	1	REV_P32694	 	 	 	reversed	11.5	235	26673	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	19596.813232	26673.831543	17368.006103	24215.981934	28889.170410000002	21663.270996	23950.560546	24783.306152	23150.715088	21598.724854	362.742615	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	1	REV_P33013	 	 	 	reversed	7.2	388	43346	REVERSED.	3	3	1.000	2	1	2	1	2.000	1.000	2	60223.933594	68116.667969	62807.049803999995	75056.75000000001	73262.056641	76114.789062	67151.978515	80700.650391	58951.529297	67226.373047	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
