PAW protein_summary_9 results file
written: Wed Apr 17 21:55:00 2019

 	=subtotal(109,B6:B2339)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
33.0	1	CONT_142|gi|88053|pir||A29666	contaminant	8.6	629	64447	keratin, 65K type II cytoskeletal [Homo sapiens].	31	0	0.000	16	15	0	0	0.250	0.000	CONT_041|gi|109048|pir||S22025, CONT_044|gi|1083132|pir||A56694, CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_083|gi|386849, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940
34.0	1	CONT_143|gi|88054|pir||A22940	contaminant	36.7	643	65493	keratin, 67K type II cytoskeletal [Homo sapiens].	152	1	0.007	94	58	1	0	3.936	0.000	CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_071|gi|181400, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_143|gi|88054|pir||A22940
35.0	1	CONT_156|gi|1363944|pir||JC4313	contaminant	41.9	473	51237	type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa].	54	15	0.278	33	21	9	6	17.472	11.060	CONT_046|gi|88041|pir||A31994, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475
36.0	1	CONT_167|gi|1668744|gnl|PID|e195475	contaminant	4.2	425	47570	(X90763) HHa5 hair keratin type I intermediate filament [Homo sapiens].	4	1	0.250	3	1	1	0	1.054	0.000	CONT_046|gi|88041|pir||A31994, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475
37.0	1	EXTRA_0001	 	71.2	434	47168	[sp|P06733|ENOA_HUMAN] Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	282	282	1.000	175	107	175	107	175.000	107.000	 
38.0	1	EXTRA_0002	 	48.8	322	34735	[sp|P05089|ARGI1_HUMAN] Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2	82	82	1.000	52	30	52	30	52.000	30.000	 
39.0	1	EXTRA_0003	 	52.3	132	14719	[sp|P15090|FABP4_HUMAN] Fatty acid-binding protein, adipocyte OS=Homo sapiens OX=9606 GN=FABP4 PE=1 SV=3	55	55	1.000	35	20	35	20	35.000	20.000	 
40.0	1	EXTRA_0004	 	51.2	160	18697	[sp|Q15185|TEBP_HUMAN] Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1	57	57	1.000	33	24	33	24	33.000	24.000	 
41.0	1	EXTRA_0005	 	43.3	529	57861	[sp|P52292|IMA1_HUMAN] Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1	223	223	1.000	136	87	136	87	136.000	87.000	 
42.0	1	EXTRA_0006	 	55.6	261	29717	[sp|Q14847|LASP1_HUMAN] LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2	222	222	1.000	134	88	134	88	134.000	88.000	 
43.0	1	EXTRA_0007	 	72.9	428	48847	[sp|O15379|HDAC3_HUMAN] Histone deacetylase 3 OS=Homo sapiens OX=9606 GN=HDAC3 PE=1 SV=2	126	126	1.000	76	50	76	50	76.000	50.000	 
44.0	1	EXTRA_0008	 	60.5	256	29231	[sp|Q9Y2W7|CSEN_HUMAN] Calsenilin OS=Homo sapiens OX=9606 GN=KCNIP3 PE=1 SV=1	171	171	1.000	93	78	93	78	93.000	78.000	 
45.0	1	EXTRA_0009	 	55.4	271	31284	[sp|Q96FW1|OTUB1_HUMAN] Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2	134	134	1.000	81	53	81	53	81.000	53.000	 
46.0	1	EXTRA_0010	 	21.9	146	17008	[sp|Q9H0R8-2|GBRL1_HUMAN] Isoform 2 of Gamma-aminobutyric acid receptor-associated protein-like 1 OS=Homo sapiens OX=9606 GN=GABARAPL1	39	39	1.000	18	21	18	21	18.000	21.000	 
47.0	1	EXTRA_0011	 	50.8	476	54371	[sp|O60861|GAS7_HUMAN] Growth arrest-specific protein 7 OS=Homo sapiens OX=9606 GN=GAS7 PE=1 SV=3	237	237	1.000	128	109	128	109	128.000	109.000	 
48.0	1	EXTRA_0012	 	67.7	586	69412	[sp|P15311|EZRI_HUMAN] Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	388	385	0.992	217	171	216	169	217.000	170.988	EXTRA_0012, REV_P0A705
49.0	1	REV_CONT_049	reversed	3.4	589	62033	REVERSED.	6	6	1.000	5	1	5	1	5.000	1.000	 
49.01	1	REV_CONT_084	redundant	3.9	508	54511	REVERSED.	6	6	1.000	5	1	5	1	5.000	1.000	 
50.0	1	REV_CONT_064	reversed	4.8	645	65911	REVERSED.	3	2	0.667	2	1	1	1	2.000	1.000	REV_CONT_064, REV_CONT_070
50.01	1	REV_CONT_072	redundant	4.8	645	65865	REVERSED.	3	2	0.667	2	1	1	1	2.000	1.000	REV_CONT_064, REV_CONT_070
51.0	1	REV_CONT_070	reversed	6.4	638	65870	REVERSED.	3	2	0.667	1	2	0	2	0.000	2.000	REV_CONT_064, REV_CONT_070
52.0	1	REV_CONT_076	reversed	4.4	430	48057	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	 
52.01	1	REV_CONT_077	redundant	4.5	424	47333	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	 
53.0	1	REV_CONT_085	reversed	5.7	489	53707	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
53.01	1	REV_CONT_120	redundant	6.0	469	51334	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
53.02	1	REV_CONT_140	redundant	6.0	469	51364	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
53.03	1	REV_CONT_141	redundant	5.7	489	53806	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
54.0	1	REV_CONT_147	reversed	7.0	257	27397	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
54.01	1	REV_CONT_154	redundant	4.2	425	47034	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
54.02	1	REV_CONT_172	redundant	3.7	493	54214	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
54.03	1	REV_CONT_173	redundant	3.6	507	55802	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
54.04	1	REV_CONT_174	redundant	3.7	483	53193	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
54.05	1	REV_CONT_178	redundant	3.6	505	54971	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
55.0	1	REV_CONT_167	reversed	8.9	425	47570	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	 
56.0	1	REV_EXTRA_0012	reversed	4.9	586	69412	REVERSED.	3	2	0.667	3	0	2	0	2.011	0.000	REV_EXTRA_0012, sp|P0A705|IF2_ECOLI
57.0	1	REV_P00393	reversed	5.1	434	47358	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
58.0	1	REV_P00887	reversed	8.0	348	38735	REVERSED.	5	5	1.000	2	3	2	3	2.000	3.000	 
59.0	1	REV_P00957	reversed	2.9	876	96031	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
60.0	1	REV_P00961	reversed	3.0	689	76812	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
61.0	1	REV_P02942	reversed	4.7	551	59442	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
62.0	1	REV_P04825	reversed	2.2	870	98918	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
63.0	1	REV_P06612	reversed	6.0	865	97349	REVERSED.	5	5	1.000	4	1	4	1	4.000	1.000	 
64.0	1	REV_P08394	reversed	1.7	1180	133957	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
65.0	1	REV_P08956	reversed	1.5	1170	134093	REVERSED.	3	3	1.000	2	1	2	1	2.000	1.000	 
66.0	1	REV_P0A6Y8	reversed	2.8	638	69114	REVERSED.	20	1	0.050	11	9	0	1	0.000	1.038	REV_P0A6Y8, sp|P0A6Y8|DNAK_ECOLI
67.0	1	REV_P0A705	reversed	2.2	890	97349	REVERSED.	4	1	0.250	1	3	0	1	0.000	1.012	EXTRA_0012, REV_P0A705
68.0	1	REV_P0A720	reversed	15.0	213	23783	REVERSED.	3	3	1.000	0	3	0	3	0.000	3.000	 
69.0	1	REV_P0A7X6	reversed	8.8	182	20605	REVERSED.	9	9	1.000	6	3	6	3	6.000	3.000	 
70.0	1	REV_P0A924	reversed	6.7	254	29021	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
71.0	1	REV_P0A9C5	reversed	7.0	469	51903	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	 
72.0	1	REV_P0A9M0	reversed	2.8	784	87437	REVERSED.	4	4	1.000	1	3	1	3	1.000	3.000	 
73.0	1	REV_P0A9M8	reversed	2.5	714	77171	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
74.0	1	REV_P0A9V8	reversed	8.4	298	31158	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	 
75.0	1	REV_P0A9W3	reversed	3.2	555	62442	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
76.0	1	REV_P0AAZ4	reversed	5.4	447	49626	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
77.0	1	REV_P0ABF1	reversed	3.2	465	53870	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
78.0	1	REV_P0ABI8	reversed	1.5	663	74367	REVERSED.	1	1	1.000	1	0	1	0	1.000	0.000	 
79.0	1	REV_P0ABW9	reversed	28.3	138	15240	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
80.0	1	REV_P0ADN0	reversed	5.2	483	55907	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
81.0	1	REV_P0AED9	reversed	9.1	472	53464	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
82.0	1	REV_P0AES6	reversed	2.5	804	89949	REVERSED.	3	3	1.000	0	3	0	3	0.000	3.000	 
83.0	1	REV_P0AEZ7	reversed	6.2	452	49417	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
84.0	1	REV_P0AFK9	reversed	6.3	348	38867	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
85.0	1	REV_P0DM85	reversed	3.1	742	84370	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
86.0	1	REV_P15038	reversed	3.1	684	77975	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	 
87.0	1	REV_P15877	reversed	2.9	796	86746	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
88.0	1	REV_P16687	reversed	10.5	354	38852	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
89.0	1	REV_P16919	reversed	1.2	1426	159723	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
90.0	1	REV_P20083	reversed	4.1	630	70243	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
91.0	1	REV_P21499	reversed	4.2	813	92108	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
92.0	1	REV_P22106	reversed	5.1	554	62658	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
93.0	1	REV_P24183	reversed	1.8	1015	112962	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
94.0	1	REV_P25516	reversed	1.6	891	97676	REVERSED.	3	1	0.333	1	2	0	1	0.000	1.167	REV_P25516, sp|P0A7Y8|RNPA_ECOLI
95.0	1	REV_P25553	reversed	6.3	479	52272	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	 
96.0	1	REV_P25742	reversed	4.4	344	38730	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
97.0	1	REV_P27550	reversed	3.1	652	72093	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
98.0	1	REV_P28904	reversed	5.3	551	63837	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
99.0	1	REV_P30015	reversed	1.5	1538	169379	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
100.0	1	REV_P31435	reversed	3.7	460	50948	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
101.0	1	REV_P31463	reversed	8.5	319	36881	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
102.0	1	REV_P31660	reversed	6.4	389	43102	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
103.0	1	REV_P31667	reversed	3.1	292	33267	REVERSED.	7	7	1.000	4	3	4	3	4.000	3.000	 
104.0	1	REV_P31979	reversed	4.0	445	49292	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
105.0	1	REV_P32051	reversed	1.4	1325	136513	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
106.0	1	REV_P32694	reversed	11.5	235	26673	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
107.0	1	REV_P33013	reversed	7.2	388	43346	REVERSED.	3	3	1.000	2	1	2	1	2.000	1.000	 
108.0	1	REV_P33232	reversed	5.6	396	42728	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
109.0	1	REV_P33599	reversed	4.4	596	68235	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
110.0	1	REV_P33940	reversed	6.0	548	60229	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
111.0	1	REV_P37005	reversed	11.4	228	25259	REVERSED.	4	4	1.000	0	4	0	4	0.000	4.000	 
112.0	1	REV_P38134	reversed	2.6	726	81241	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
113.0	1	REV_P39393	reversed	1.5	906	103401	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
114.0	1	REV_P39453	reversed	5.1	914	101023	REVERSED.	6	6	1.000	5	1	5	1	5.000	1.000	 
115.0	1	REV_P42630	reversed	7.3	454	48521	REVERSED.	24	24	1.000	20	4	20	4	20.000	4.000	 
116.0	1	REV_P43329	reversed	2.7	1300	149026	REVERSED.	3	3	1.000	2	1	2	1	2.000	1.000	 
117.0	1	REV_P45425	reversed	8.6	291	29644	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
118.0	1	REV_P60240	reversed	2.6	968	109768	REVERSED.	4	2	0.500	1	3	0	2	0.000	2.667	REV_P60240, sp|P0AFF0|NUON_ECOLI
119.0	1	REV_P64624	reversed	7.1	240	26820	REVERSED.	3	3	1.000	0	3	0	3	0.000	3.000	 
120.0	1	REV_P75864	reversed	4.1	702	78853	REVERSED.	10	10	1.000	7	3	7	3	7.000	3.000	 
121.0	1	REV_P76091	reversed	6.0	298	33053	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
122.0	1	REV_P76141	reversed	8.8	317	33796	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
123.0	1	REV_P76143	reversed	12.0	291	31892	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
124.0	1	REV_P76168	reversed	7.3	398	45261	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
125.0	1	REV_P76235	reversed	3.7	427	49392	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	 
126.0	1	REV_P76577	reversed	4.3	770	85066	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
127.0	1	REV_P76594	reversed	3.0	886	97986	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
128.0	1	REV_P77196	reversed	1.9	881	97489	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
129.0	1	REV_P77306	reversed	9.2	553	60699	REVERSED.	4	4	1.000	2	2	2	2	2.000	2.000	 
130.0	1	REV_P77622	reversed	10.4	308	34621	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
131.0	1	REV_P77808	reversed	11.0	400	44225	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	 
132.0	1	REV_Q46821	reversed	4.4	482	51757	REVERSED.	6	6	1.000	3	3	3	3	3.000	3.000	 
133.0	1	REV_Q46915	reversed	3.8	446	48849	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
134.0	1	REV_Q47147	reversed	16.5	255	28635	REVERSED.	3	3	1.000	0	3	0	3	0.000	3.000	 
135.0	1	REV_Q59385	reversed	4.0	834	87872	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	 
136.0	1	sp|A5A613|YCIY_ECOLI	 	42.1	57	7102	Uncharacterized protein YciY OS=Escherichia coli (strain K12) OX=83333 GN=yciY PE=3 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	 
137.0	1	sp|P00350|6PGD_ECOLI	 	79.7	468	51481	6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) OX=83333 GN=gnd PE=1 SV=2	189	189	1.000	111	78	111	78	111.000	78.000	 
138.0	1	sp|P00363|FRDA_ECOLI	 	49.0	602	65971	Fumarate reductase flavoprotein subunit OS=Escherichia coli (strain K12) OX=83333 GN=frdA PE=1 SV=3	91	91	1.000	50	41	50	41	50.000	41.000	 
139.0	1	sp|P00370|DHE4_ECOLI	 	60.2	447	48581	NADP-specific glutamate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=gdhA PE=1 SV=1	119	119	1.000	68	51	68	51	68.000	51.000	 
140.0	1	sp|P00393|DHNA_ECOLI	 	40.3	434	47358	NADH dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=ndh PE=1 SV=2	33	33	1.000	20	13	20	13	20.000	13.000	 
141.0	1	sp|P00448|SODM_ECOLI	 	41.7	206	23097	Superoxide dismutase [Mn] OS=Escherichia coli (strain K12) OX=83333 GN=sodA PE=1 SV=2	80	80	1.000	45	35	45	35	45.000	35.000	 
142.0	1	sp|P00452|RIR1_ECOLI	 	56.1	761	85774	Ribonucleoside-diphosphate reductase 1 subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=nrdA PE=1 SV=2	239	239	1.000	135	104	135	104	135.000	104.000	 
143.0	1	sp|P00490|PHSM_ECOLI	 	59.1	797	90521	Maltodextrin phosphorylase OS=Escherichia coli (strain K12) OX=83333 GN=malP PE=1 SV=7	163	163	1.000	95	68	95	68	95.000	68.000	 
144.0	1	sp|P00509|AAT_ECOLI	 	72.7	396	43573	Aspartate aminotransferase OS=Escherichia coli (strain K12) OX=83333 GN=aspC PE=1 SV=1	177	177	1.000	97	80	97	80	97.000	80.000	 
145.0	1	sp|P00547|KHSE_ECOLI	 	24.2	310	33623	Homoserine kinase OS=Escherichia coli (strain K12) OX=83333 GN=thrB PE=1 SV=2	22	22	1.000	11	11	11	11	11.000	11.000	 
146.0	1	sp|P00561|AK1H_ECOLI	 	47.3	820	89119	Bifunctional aspartokinase/homoserine dehydrogenase 1 OS=Escherichia coli (strain K12) OX=83333 GN=thrA PE=1 SV=2	90	90	1.000	53	37	53	37	53.000	37.000	 
147.0	1	sp|P00562|AK2H_ECOLI	 	39.8	810	88887	Bifunctional aspartokinase/homoserine dehydrogenase 2 OS=Escherichia coli (strain K12) OX=83333 GN=metL PE=1 SV=3	65	65	1.000	41	24	41	24	41.000	24.000	 
148.0	1	sp|P00579|RPOD_ECOLI	 	41.8	613	70263	RNA polymerase sigma factor RpoD OS=Escherichia coli (strain K12) OX=83333 GN=rpoD PE=1 SV=2	197	197	1.000	104	93	104	93	104.000	93.000	 
149.0	1	sp|P00582|DPO1_ECOLI	 	57.3	928	103117	DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1	160	160	1.000	95	65	95	65	95.000	65.000	 
150.0	1	sp|P00634|PPB_ECOLI	 	35.7	471	49438	Alkaline phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=phoA PE=1 SV=1	29	29	1.000	16	13	16	13	16.000	13.000	 
151.0	1	sp|P00722|BGAL_ECOLI	 	5.7	1024	116482	Beta-galactosidase OS=Escherichia coli (strain K12) OX=83333 GN=lacZ PE=1 SV=2	7	7	1.000	5	2	5	2	5.000	2.000	 
152.0	1	sp|P00803|LEP_ECOLI	 	28.4	324	35960	Signal peptidase I OS=Escherichia coli (strain K12) OX=83333 GN=lepB PE=1 SV=2	18	18	1.000	9	9	9	9	9.000	9.000	 
153.0	1	sp|P00805|ASPG2_ECOLI	 	56.6	348	36850	L-asparaginase 2 OS=Escherichia coli (strain K12) OX=83333 GN=ansB PE=1 SV=2	70	70	1.000	38	32	38	32	38.000	32.000	 
154.0	1	sp|P00811|AMPC_ECOLI	 	40.1	377	41555	Beta-lactamase OS=Escherichia coli (strain K12) OX=83333 GN=ampC PE=1 SV=1	29	29	1.000	13	16	13	16	13.000	16.000	 
155.0	1	sp|P00861|DCDA_ECOLI	 	6.9	420	46177	Diaminopimelate decarboxylase OS=Escherichia coli (strain K12) OX=83333 GN=lysA PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
156.0	1	sp|P00864|CAPP_ECOLI	 	63.6	883	99061	Phosphoenolpyruvate carboxylase OS=Escherichia coli (strain K12) OX=83333 GN=ppc PE=1 SV=1	240	240	1.000	132	108	132	108	132.000	108.000	 
157.0	1	sp|P00887|AROH_ECOLI	 	47.4	348	38735	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive OS=Escherichia coli (strain K12) OX=83333 GN=aroH PE=1 SV=4	49	49	1.000	28	21	28	21	28.000	21.000	 
158.0	1	sp|P00888|AROF_ECOLI	 	16.6	356	38804	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive OS=Escherichia coli (strain K12) OX=83333 GN=aroF PE=1 SV=1	10	5	0.500	4	6	2	3	2.111	3.265	sp|P00888|AROF_ECOLI, sp|P0AB91|AROG_ECOLI
159.0	1	sp|P00893|ILVI_ECOLI	 	16.6	574	62984	Acetolactate synthase isozyme 3 large subunit OS=Escherichia coli (strain K12) OX=83333 GN=ilvI PE=1 SV=2	14	14	1.000	8	6	8	6	8.000	6.000	 
160.0	1	sp|P00895|TRPE_ECOLI	 	40.8	520	57494	Anthranilate synthase component 1 OS=Escherichia coli (strain K12) OX=83333 GN=trpE PE=1 SV=2	50	50	1.000	26	24	26	24	26.000	24.000	 
161.0	1	sp|P00903|PABA_ECOLI	 	14.4	187	20772	Aminodeoxychorismate synthase component 2 OS=Escherichia coli (strain K12) OX=83333 GN=pabA PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
162.0	1	sp|P00904|TRPGD_ECOLI	 	34.3	531	56869	Bifunctional protein TrpGD OS=Escherichia coli (strain K12) OX=83333 GN=trpGD PE=1 SV=3	41	41	1.000	20	21	20	21	20.000	21.000	 
163.0	1	sp|P00909|TRPC_ECOLI	 	45.7	453	49492	Tryptophan biosynthesis protein TrpCF OS=Escherichia coli (strain K12) OX=83333 GN=trpC PE=1 SV=4	56	56	1.000	35	21	35	21	35.000	21.000	 
164.0	1	sp|P00914|PHR_ECOLI	 	19.1	472	53666	Deoxyribodipyrimidine photo-lyase OS=Escherichia coli (strain K12) OX=83333 GN=phrB PE=1 SV=1	16	16	1.000	8	8	8	8	8.000	8.000	 
165.0	1	sp|P00926|SDHD_ECOLI	 	48.4	442	47900	D-serine dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=dsdA PE=1 SV=3	40	40	1.000	23	17	23	17	23.000	17.000	 
166.0	1	sp|P00934|THRC_ECOLI	 	49.1	428	47113	Threonine synthase OS=Escherichia coli (strain K12) OX=83333 GN=thrC PE=1 SV=1	39	39	1.000	22	17	22	17	22.000	17.000	 
167.0	1	sp|P00935|METB_ECOLI	 	20.2	386	41550	Cystathionine gamma-synthase OS=Escherichia coli (strain K12) OX=83333 GN=metB PE=1 SV=1	18	18	1.000	8	10	8	10	8.000	10.000	 
168.0	1	sp|P00936|CYAA_ECOLI	 	15.7	848	97585	Adenylate cyclase OS=Escherichia coli (strain K12) OX=83333 GN=cyaA PE=1 SV=5	24	24	1.000	14	10	14	10	14.000	10.000	 
169.0	1	sp|P00946|MANA_ECOLI	 	41.9	391	42849	Mannose-6-phosphate isomerase OS=Escherichia coli (strain K12) OX=83333 GN=manA PE=1 SV=1	49	49	1.000	31	18	31	18	31.000	18.000	 
170.0	1	sp|P00954|SYW_ECOLI	 	51.2	334	37437	Tryptophan--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=trpS PE=1 SV=3	89	89	1.000	49	40	49	40	49.000	40.000	 
171.0	1	sp|P00956|SYI_ECOLI	 	58.7	938	104296	Isoleucine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=ileS PE=1 SV=5	226	226	1.000	130	96	130	96	130.000	96.000	 
172.0	1	sp|P00957|SYA_ECOLI	 	70.8	876	96031	Alanine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=alaS PE=1 SV=2	336	336	1.000	201	135	201	135	201.000	135.000	 
173.0	1	sp|P00959|SYM_ECOLI	 	63.1	677	76254	Methionine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=metG PE=1 SV=2	199	199	1.000	121	78	121	78	121.000	78.000	 
174.0	1	sp|P00960|SYGA_ECOLI	 	33.3	303	34774	Glycine--tRNA ligase alpha subunit OS=Escherichia coli (strain K12) OX=83333 GN=glyQ PE=1 SV=2	48	48	1.000	29	19	29	19	29.000	19.000	 
175.0	1	sp|P00961|SYGB_ECOLI	 	59.1	689	76812	Glycine--tRNA ligase beta subunit OS=Escherichia coli (strain K12) OX=83333 GN=glyS PE=1 SV=4	195	195	1.000	107	88	107	88	107.000	88.000	 
176.0	1	sp|P00962|SYQ_ECOLI	 	70.9	554	63477	Glutamine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=glnS PE=1 SV=3	151	151	1.000	82	69	82	69	82.000	69.000	 
177.0	1	sp|P00963|ASNA_ECOLI	 	38.2	330	36650	Aspartate--ammonia ligase OS=Escherichia coli (strain K12) OX=83333 GN=asnA PE=1 SV=1	31	31	1.000	16	15	16	15	16.000	15.000	 
