PAW protein_summary_9 results file
written: Sun Apr 21 17:32:22 2019

 	=subtotal(109,B6:B691)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
148.0	1	sp|P02745|C1QA_HUMAN	 	8.6	245	26016	Complement C1q subcomponent subunit A OS=Homo sapiens OX=9606 GN=C1QA PE=1 SV=2	17	17	1.000	10	7	10	7	10.000	7.000	 
149.0	1	sp|P02746|C1QB_HUMAN	 	33.2	253	26721	Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3	87	87	1.000	56	31	56	31	56.000	31.000	 
150.0	1	sp|P02747|C1QC_HUMAN	 	25.3	245	25773	Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3	56	56	1.000	32	24	32	24	32.000	24.000	 
151.0	1	sp|P02748|CO9_HUMAN	 	50.6	559	63173	Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2	310	310	1.000	155	155	155	155	155.000	155.000	 
152.0	1	sp|P02749|APOH_HUMAN	 	59.4	345	38298	Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3	358	358	1.000	215	143	215	143	215.000	143.000	 
153.0	1	sp|P02750|A2GL_HUMAN	 	45.8	347	38177	Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2	103	103	1.000	51	52	51	52	51.000	52.000	 
154.0	1	sp|P02751|FINC_HUMAN	 	47.3	2386	262622	Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=4	760	760	1.000	420	340	420	340	420.000	340.000	 
155.0	1	sp|P02753|RET4_HUMAN	 	67.7	201	23010	Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3	262	262	1.000	146	116	146	116	146.000	116.000	 
156.0	1	sp|P02760|AMBP_HUMAN	 	54.0	352	38999	Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1	266	266	1.000	143	123	143	123	143.000	123.000	 
157.0	1	sp|P02763|A1AG1_HUMAN	 	79.1	201	23511	Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1	574	539	0.939	269	305	247	292	260.688	300.953	sp|P02763|A1AG1_HUMAN, sp|P19652|A1AG2_HUMAN
158.0	1	sp|P02765|FETUA_HUMAN	 	64.3	367	39340	Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2	525	525	1.000	288	237	288	237	288.000	237.000	 
159.0	1	sp|P02766|TTHY_HUMAN	 	84.4	147	15887	Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1	490	490	1.000	283	207	283	207	283.000	207.000	 
160.0	1	sp|P02774|VTDB_HUMAN	 	77.8	474	52917	Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2	551	551	1.000	316	235	316	235	316.000	235.000	 
161.0	1	sp|P02775|CXCL7_HUMAN	 	51.6	128	13894	Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3	27	27	1.000	13	14	13	14	13.000	14.000	 
162.0	1	sp|P02786|TFR1_HUMAN	 	8.7	760	84870	Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2	14	14	1.000	5	9	5	9	5.000	9.000	 
163.0	1	sp|P02787|TRFE_HUMAN	 	42.3	698	77063	Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3	138	138	1.000	93	45	93	45	93.000	45.000	 
164.0	1	sp|P02788|TRFL_HUMAN	 	10.6	710	78181	Lactotransferrin OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=6	13	13	1.000	10	3	10	3	10.000	3.000	 
165.0	1	sp|P02790|HEMO_HUMAN	 	69.7	462	51676	Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2	1373	1373	1.000	756	617	756	617	756.000	617.000	 
166.0	1	sp|P03950|ANGI_HUMAN	 	25.9	147	16550	Angiogenin OS=Homo sapiens OX=9606 GN=ANG PE=1 SV=1	11	11	1.000	6	5	6	5	6.000	5.000	 
167.0	1	sp|P03951|FA11_HUMAN	 	31.2	625	70108	Coagulation factor XI OS=Homo sapiens OX=9606 GN=F11 PE=1 SV=1	88	83	0.943	43	45	40	43	40.500	43.382	sp|P03951|FA11_HUMAN, sp|P03952|KLKB1_HUMAN
168.0	1	sp|P03952|KLKB1_HUMAN	 	48.3	638	71369	Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=1	387	382	0.987	203	184	200	182	202.500	183.618	sp|P03951|FA11_HUMAN, sp|P03952|KLKB1_HUMAN
169.0	1	sp|P04003|C4BPA_HUMAN	 	10.9	597	67033	C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2	15	15	1.000	7	8	7	8	7.000	8.000	 
170.0	1	sp|P04004|VTNC_HUMAN	 	54.4	478	54305	Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1	366	366	1.000	195	171	195	171	195.000	171.000	 
171.0	1	sp|P04040|CATA_HUMAN	 	18.8	527	59755	Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	18	18	1.000	10	8	10	8	10.000	8.000	 
172.0	1	sp|P04062|GLCM_HUMAN	 	3.4	536	59716	Lysosomal acid glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
173.0	1	sp|P04066|FUCO_HUMAN	 	7.3	466	53688	Tissue alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA1 PE=1 SV=4	6	6	1.000	5	1	5	1	5.000	1.000	 
174.0	1	sp|P04070|PROC_HUMAN	 	19.7	461	52071	Vitamin K-dependent protein C OS=Homo sapiens OX=9606 GN=PROC PE=1 SV=1	27	27	1.000	18	9	18	9	18.000	9.000	 
175.0	1	sp|P04075|ALDOA_HUMAN	 	22.3	364	39420	Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	24	22	0.917	15	9	13	9	15.000	9.000	sp|P04075|ALDOA_HUMAN, sp|P09972|ALDOC_HUMAN
176.0	1	sp|P04083|ANXA1_HUMAN	 	18.5	346	38714	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
177.0	1	sp|P04114|APOB_HUMAN	 	69.8	4563	515598	Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2	3378	3378	1.000	1614	1764	1614	1764	1614.000	1764.000	 
178.0	1	sp|P04180|LCAT_HUMAN	 	18.9	440	49577	Phosphatidylcholine-sterol acyltransferase OS=Homo sapiens OX=9606 GN=LCAT PE=1 SV=1	28	28	1.000	14	14	14	14	14.000	14.000	 
179.0	1	sp|P04196|HRG_HUMAN	 	53.0	525	59578	Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1	359	359	1.000	184	175	184	175	184.000	175.000	 
180.0	1	sp|P04217|A1BG_HUMAN	 	59.0	495	54253	Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4	235	235	1.000	109	126	109	126	109.000	126.000	 
181.0	1	sp|P04264|K2C1_HUMAN	 	75.0	644	66038	Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6	1230	0	0.000	746	484	0	0	40.500	33.500	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q9NSB2|KRT84_HUMAN
182.0	1	sp|P04275|VWF_HUMAN	 	18.3	2813	309262	von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4	184	184	1.000	94	90	94	90	94.000	90.000	 
183.0	1	sp|P04278|SHBG_HUMAN	 	17.4	402	43779	Sex hormone-binding globulin OS=Homo sapiens OX=9606 GN=SHBG PE=1 SV=2	34	34	1.000	21	13	21	13	21.000	13.000	 
184.0	1	sp|P04406|G3P_HUMAN	 	29.0	335	36053	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	18	16	0.889	10	8	8	8	8.889	8.000	sp|O14556|G3PT_HUMAN, sp|P04406|G3P_HUMAN
185.0	1	sp|P04745|AMY1_HUMAN	 	8.6	511	57767	Alpha-amylase 1 OS=Homo sapiens OX=9606 GN=AMY1C PE=1 SV=2	12	12	1.000	3	9	3	9	3.000	9.000	 
185.01	1	sp|P04746|AMYP_HUMAN	redundant	8.6	511	57706	Pancreatic alpha-amylase OS=Homo sapiens OX=9606 GN=AMY2A PE=1 SV=2	12	12	1.000	3	9	3	9	3.000	9.000	 
185.02	1	sp|P19961|AMY2B_HUMAN	redundant	8.6	511	57709	Alpha-amylase 2B OS=Homo sapiens OX=9606 GN=AMY2B PE=1 SV=1	12	12	1.000	3	9	3	9	3.000	9.000	 
186.0	1	sp|P04792|HSPB1_HUMAN	 	17.1	205	22782	Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
187.0	1	sp|P04908|H2A1B_HUMAN	 	16.2	130	14135	Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=HIST1H2AE PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	 
187.01	1	sp|P20671|H2A1D_HUMAN	redundant	16.2	130	14107	Histone H2A type 1-D OS=Homo sapiens OX=9606 GN=HIST1H2AD PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	 
187.02	1	sp|Q7L7L0|H2A3_HUMAN	redundant	16.2	130	14121	Histone H2A type 3 OS=Homo sapiens OX=9606 GN=HIST3H2A PE=1 SV=3	4	4	1.000	1	3	1	3	1.000	3.000	 
188.0	1	sp|P05062|ALDOB_HUMAN	 	19.2	364	39473	Fructose-bisphosphate aldolase B OS=Homo sapiens OX=9606 GN=ALDOB PE=1 SV=2	12	11	0.917	10	2	9	2	10.000	2.000	sp|P05062|ALDOB_HUMAN, sp|P09972|ALDOC_HUMAN
189.0	1	sp|P05067|A4_HUMAN	 	4.8	770	86942	Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3	7	5	0.714	3	4	2	3	2.667	4.000	sp|P05067|A4_HUMAN, sp|Q06481|APLP2_HUMAN
190.0	1	sp|P05089|ARGI1_HUMAN	 	23.0	322	34735	Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2	25	25	1.000	15	10	15	10	15.000	10.000	 
191.0	1	sp|P05090|APOD_HUMAN	 	43.4	189	21275	Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1	206	206	1.000	108	98	108	98	108.000	98.000	 
192.0	1	sp|P05109|S10A8_HUMAN	 	47.3	93	10834	Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1	14	14	1.000	6	8	6	8	6.000	8.000	 
193.0	1	sp|P05121|PAI1_HUMAN	 	7.5	402	45059	Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
194.0	1	sp|P05154|IPSP_HUMAN	 	35.5	406	45674	Plasma serine protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA5 PE=1 SV=3	132	132	1.000	65	67	65	67	65.000	67.000	 
195.0	1	sp|P05155|IC1_HUMAN	 	61.0	500	55154	Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2	443	443	1.000	206	237	206	237	206.000	237.000	 
196.0	1	sp|P05156|CFAI_HUMAN	 	44.4	583	65750	Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2	406	406	1.000	218	188	218	188	218.000	188.000	 
197.0	1	sp|P05160|F13B_HUMAN	 	43.0	661	75510	Coagulation factor XIII B chain OS=Homo sapiens OX=9606 GN=F13B PE=1 SV=3	95	95	1.000	48	47	48	47	48.000	47.000	 
198.0	1	sp|P05362|ICAM1_HUMAN	 	7.3	532	57825	Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	12	12	1.000	7	5	7	5	7.000	5.000	 
199.0	1	sp|P05451|REG1A_HUMAN	 	12.0	166	18731	Lithostathine-1-alpha OS=Homo sapiens OX=9606 GN=REG1A PE=1 SV=3	4	4	1.000	3	1	3	1	3.000	1.000	 
200.0	1	sp|P05452|TETN_HUMAN	 	45.0	202	22537	Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3	43	43	1.000	25	18	25	18	25.000	18.000	 
201.0	1	sp|P05543|THBG_HUMAN	 	39.8	415	46324	Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2	208	208	1.000	111	97	111	97	111.000	97.000	 
202.0	1	sp|P05546|HEP2_HUMAN	 	61.1	499	57070	Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3	381	381	1.000	170	211	170	211	170.000	211.000	 
203.0	1	sp|P05556|ITB1_HUMAN	 	7.9	798	88415	Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2	8	8	1.000	4	4	4	4	4.000	4.000	 
204.0	1	sp|P06276|CHLE_HUMAN	 	22.9	602	68417	Cholinesterase OS=Homo sapiens OX=9606 GN=BCHE PE=1 SV=1	65	65	1.000	35	30	35	30	35.000	30.000	 
205.0	1	sp|P06396|GELS_HUMAN	 	58.6	782	85696	Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1	526	526	1.000	272	254	272	254	272.000	254.000	 
206.0	1	sp|P06681|CO2_HUMAN	 	43.1	752	83267	Complement C2 OS=Homo sapiens OX=9606 GN=C2 PE=1 SV=2	219	219	1.000	113	106	113	106	113.000	106.000	 
207.0	1	sp|P06702|S10A9_HUMAN	 	73.7	114	13242	Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1	33	33	1.000	14	19	14	19	14.000	19.000	 
208.0	1	sp|P06727|APOA4_HUMAN	 	72.5	396	45399	Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3	213	213	1.000	103	110	103	110	103.000	110.000	 
209.0	1	sp|P06733|ENOA_HUMAN	 	20.5	434	47168	Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	18	18	1.000	7	11	7	11	7.000	11.000	 
210.0	1	sp|P06744|G6PI_HUMAN	 	2.5	558	63146	Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4	3	3	1.000	1	2	1	2	1.000	2.000	 
211.0	1	sp|P06748|NPM_HUMAN	 	12.6	294	32575	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	4	4	1.000	4	0	4	0	4.000	0.000	 
212.0	1	sp|P06753|TPM3_HUMAN	 	15.4	285	32950	Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2	4	1	0.250	3	1	1	0	3.000	0.000	sp|P06753|TPM3_HUMAN, sp|P67936|TPM4_HUMAN
213.0	1	sp|P06858|LIPL_HUMAN	 	3.8	475	53162	Lipoprotein lipase OS=Homo sapiens OX=9606 GN=LPL PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
214.0	1	sp|P06865|HEXA_HUMAN	 	3.0	529	60702	Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
215.0	1	sp|P07195|LDHB_HUMAN	 	25.1	334	36638	L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2	19	16	0.842	12	7	10	6	11.250	6.500	sp|P00338|LDHA_HUMAN, sp|P07195|LDHB_HUMAN
216.0	1	sp|P07225|PROS_HUMAN	 	30.8	676	75122	Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=1	83	83	1.000	43	40	43	40	43.000	40.000	 
217.0	1	sp|P07237|PDIA1_HUMAN	 	14.2	508	57116	Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3	8	8	1.000	5	3	5	3	5.000	3.000	 
218.0	1	sp|P07307|ASGR2_HUMAN	 	12.9	311	35092	Asialoglycoprotein receptor 2 OS=Homo sapiens OX=9606 GN=ASGR2 PE=1 SV=2	14	14	1.000	6	8	6	8	6.000	8.000	 
219.0	1	sp|P07339|CATD_HUMAN	 	21.6	412	44552	Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1	19	19	1.000	7	12	7	12	7.000	12.000	 
220.0	1	sp|P07355|ANXA2_HUMAN	 	33.9	339	38604	Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	26	26	1.000	13	13	13	13	13.000	13.000	 
221.0	1	sp|P07357|CO8A_HUMAN	 	42.3	584	65163	Complement component C8 alpha chain OS=Homo sapiens OX=9606 GN=C8A PE=1 SV=2	307	307	1.000	154	153	154	153	154.000	153.000	 
222.0	1	sp|P07358|CO8B_HUMAN	 	40.8	591	67046	Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=3	191	191	1.000	97	94	97	94	97.000	94.000	 
223.0	1	sp|P07359|GP1BA_HUMAN	 	9.4	652	71539	Platelet glycoprotein Ib alpha chain OS=Homo sapiens OX=9606 GN=GP1BA PE=1 SV=2	19	19	1.000	12	7	12	7	12.000	7.000	 
224.0	1	sp|P07360|CO8G_HUMAN	 	49.0	202	22277	Complement component C8 gamma chain OS=Homo sapiens OX=9606 GN=C8G PE=1 SV=3	61	61	1.000	28	33	28	33	28.000	33.000	 
225.0	1	sp|P07477|TRY1_HUMAN	 	11.3	247	26558	Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1	5	0	0.000	2	3	0	0	0.000	0.000	CONT_010|gi|136429|sp|P00761|TRYP_PIG, sp|P07477|TRY1_HUMAN, sp|P07478|TRY2_HUMAN
226.0	1	sp|P07478|TRY2_HUMAN	 	11.3	247	26487	Trypsin-2 OS=Homo sapiens OX=9606 GN=PRSS2 PE=1 SV=1	2	1	0.500	2	0	1	0	2.000	0.000	sp|P07477|TRY1_HUMAN, sp|P07478|TRY2_HUMAN
227.0	1	sp|P07686|HEXB_HUMAN	 	5.9	556	63111	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
228.0	1	sp|P07737|PROF1_HUMAN	 	26.4	140	15054	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	9	9	1.000	6	3	6	3	6.000	3.000	 
229.0	1	sp|P07858|CATB_HUMAN	 	10.9	339	37821	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	5	5	1.000	4	1	4	1	4.000	1.000	 
230.0	1	sp|P07942|LAMB1_HUMAN	 	5.8	1786	198037	Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	20	20	1.000	11	9	11	9	11.000	9.000	 
231.0	1	sp|P07988|PSPB_HUMAN	 	4.7	381	42117	Pulmonary surfactant-associated protein B OS=Homo sapiens OX=9606 GN=SFTPB PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
232.0	1	sp|P07996|TSP1_HUMAN	 	33.5	1170	129381	Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2	147	143	0.973	87	60	84	59	86.965	59.983	sp|P07996|TSP1_HUMAN, sp|P35442|TSP2_HUMAN
233.0	1	sp|P07998|RNAS1_HUMAN	 	9.6	156	17644	Ribonuclease pancreatic OS=Homo sapiens OX=9606 GN=RNASE1 PE=1 SV=4	5	5	1.000	2	3	2	3	2.000	3.000	 
234.0	1	sp|P08123|CO1A2_HUMAN	 	1.7	1366	129312	Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7	11	11	1.000	3	8	3	8	3.000	8.000	 
235.0	1	sp|P08174|DAF_HUMAN	 	4.2	381	41400	Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4	2	2	1.000	2	0	2	0	2.000	0.000	 
236.0	1	sp|P08185|CBG_HUMAN	 	23.0	405	45140	Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1	117	117	1.000	51	66	51	66	51.000	66.000	 
237.0	1	sp|P08195|4F2_HUMAN	 	3.0	630	67993	4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	5	5	1.000	3	2	3	2	3.000	2.000	 
238.0	1	sp|P08238|HS90B_HUMAN	 	11.9	724	83263	Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	13	10	0.769	7	6	5	5	5.435	5.227	sp|P08238|HS90B_HUMAN, sp|P14625|ENPL_HUMAN
239.0	1	sp|P08253|MMP2_HUMAN	 	10.9	660	73881	72 kDa type IV collagenase OS=Homo sapiens OX=9606 GN=MMP2 PE=1 SV=2	14	14	1.000	7	7	7	7	7.000	7.000	 
240.0	1	sp|P08294|SODE_HUMAN	 	21.7	240	25851	Extracellular superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD3 PE=1 SV=2	18	18	1.000	7	11	7	11	7.000	11.000	 
241.0	1	sp|P08519|APOA_HUMAN	 	18.7	4548	501314	Apolipoprotein(a) OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=1	56	55	0.982	24	32	23	32	23.054	32.000	sp|P00747|PLMN_HUMAN, sp|P08519|APOA_HUMAN
242.0	1	sp|P08571|CD14_HUMAN	 	32.0	375	40076	Monocyte differentiation antigen CD14 OS=Homo sapiens OX=9606 GN=CD14 PE=1 SV=2	30	30	1.000	16	14	16	14	16.000	14.000	 
243.0	1	sp|P08575|PTPRC_HUMAN	 	1.5	1306	147485	Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC PE=1 SV=3	2	2	1.000	2	0	2	0	2.000	0.000	 
244.0	1	sp|P08603|CFAH_HUMAN	 	63.7	1231	139095	Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4	1600	1426	0.891	884	716	783	643	881.472	714.618	sp|P08603|CFAH_HUMAN, sp|P36980|FHR2_HUMAN, sp|Q02985|FHR3_HUMAN, sp|Q03591|FHR1_HUMAN
245.0	1	sp|P08637|FCG3A_HUMAN	 	15.0	254	29089	Low affinity immunoglobulin gamma Fc region receptor III-A OS=Homo sapiens OX=9606 GN=FCGR3A PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
246.0	1	sp|P08670|VIME_HUMAN	 	5.2	466	53651	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	12	1	0.083	5	7	0	1	0.000	1.123	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
247.0	1	sp|P08697|A2AP_HUMAN	 	45.8	491	54565	Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3	156	156	1.000	76	80	76	80	76.000	80.000	 
248.0	1	sp|P08729|K2C7_HUMAN	 	9.6	469	51385	Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5	25	0	0.000	10	15	0	0	0.000	0.400	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
