New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Sun Apr 28 10:10:54 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	TotInt_131C_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2	TotInt_131C_TMT2
40	1	REV_P02788	 	 	 	reversed	4.2	710	78181	REVERSED.	4	4	1.000	4	0	4	0	4.000	0.000	4	103165.235351	70047.094727	10036.585814999999	84368.94043	32796.489746	91836.125975	133392.980469	84737.463868	94233.99707	90287.76074299999	2573.744995	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	1	REV_P18283	 	 	 	reversed	15.3	190	21954	REVERSED.	3	3	1.000	2	1	2	1	2.000	1.000	2	26471.343994	12181.144043	3740.7093959999997	25229.162354	8295.401856	17504.025879	68165.269532	17914.425537	30170.763672000005	28972.969483000004	1807.454102	1	20102.195312	32819.101562	37300.460938	22355.177734	18851.998047	19054.847656	49468.492188	20102.476562	20356.96875	11390.154297	150.0
42	1	REV_P19338	 	 	 	reversed	2.1	710	76613	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	3	1029116.554687	533972.855469	76765.45312499999	478572.367187	329703.927734	647400.277343	752032.1445309999	752737.986328	859461.21875	710915.25	3233.492798	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	1	REV_Q14204	 	 	 	reversed	0.6	4646	532401	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	41974.81787100001	36009.669922	57033.751465	49372.885743	53216.897461	47653.291992	39161.965821	47718.65918	29747.777832	36657.896485000005	1038.666138
44	1	REV_Q5JU67	 	 	 	reversed	4.0	520	60533	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	3	122422.55761700001	113536.804688	15692.865721999999	147635.044922	49206.281065999996	107153.449219	130859.153564	164674.559082	103203.85321	82653.015625	2829.6728510000003	1	12429.71582	11533.032227	12659.1875	12959.051758	13146.137695	10565.916992	23826.236328	17171.908203	12037.142578	19129.867188	150.0
45	1	REV_Q7L8L6	 	 	 	reversed	2.5	764	86573	REVERSED.	6	6	1.000	2	4	2	4	2.000	4.000	2	57638.390625	49797.22753999999	6292.96228	47258.99121000001	18958.640869	49662.338867	54607.479492	44002.59082	44035.035156	59633.729492	1829.97168	4	22271.112794	24031.165771	27110.680908000002	30048.760986	17317.693787	26187.760742000002	36050.909423	27303.822998	12042.466797000001	33810.947021	326.50930800000003
46	1	REV_Q7Z745	 	 	 	reversed	0.6	1585	180779	REVERSED.	17	17	1.000	7	10	7	10	7.000	10.000	7	457507.014161	469288.304077	59180.64154	415988.055909	233602.047057	335707.09863200004	509286.04174899997	585358.791016	404043.540772	384497.016847	30520.53125	10	542246.380248	618390.262451	700539.297851	692647.669679	524692.024048	522696.91040100006	1086161.436524	692369.5898440001	770681.8400879999	710389.659912	23714.186676
47	1	REV_Q96JN2	 	 	 	reversed	1.7	1154	134044	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	3	1872416.260254	1777419.341919	149315.537354	1350798.243652	1657629.099579	765835.705811	2629633.504639	1316090.432739	2370511.1173099997	2587485.484619	12173.819336	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	1	sp|A0A0C4DH31|HV118_HUMAN	 	 	 	 	38.5	117	12820	Immunoglobulin heavy variable 1-18 OS=Homo sapiens OX=9606 GN=IGHV1-18 PE=3 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	4	320727.918213	245403.160034	95759.185486	262461.39502	160712.904663	210804.742309	276410.703124	300727.751221	211885.316284	212640.68457	150.0	3	16037.528808	17602.904785000002	18491.02832	16651.222657	16938.680664	17660.932617	18870.237549	15223.716553	11038.920288000001	20203.915893999998	150.0
49	1	sp|A1L4H1|SRCRL_HUMAN	 	 	 	 	6.4	1573	165741	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Homo sapiens OX=9606 GN=SSC5D PE=1 SV=3	16	16	1.000	8	8	8	8	8.000	8.000	8	86235.87463299998	64354.895264	15590.423934	100378.109131	47943.828795	106405.094116	125271.244019	110055.164124	151219.46740700002	109806.34179700002	5651.9805910000005	8	37358.706543	41451.618043	50524.979126	62941.90747	33167.559388	55957.23306200001	44346.887696	49708.747862000004	29706.812651999997	53671.010132	238.54834
51	1	sp|A8K2U0|A2ML1_HUMAN	 	 	 	 	1.9	1454	161105	Alpha-2-macroglobulin-like protein 1 OS=Homo sapiens OX=9606 GN=A2ML1 PE=1 SV=3	4	4	1.000	3	1	3	1	3.000	1.000	3	267792.660156	184208.363282	33783.166015999996	228304.080078	100961.65918	189977.230469	176363.24902400002	258405.509766	163519.375	146833.285156	8085.413573999999	1	6395.166992	7975.681151999999	7373.412598000001	9530.405273	8004.802245999999	8236.15332	10389.704102	9070.347656	6739.249512	12968.047852	150.0
52	1	sp|B9A064|IGLL5_HUMAN	 	 	sp|B9A064|IGLL5_HUMAN, sp|P0DOY2|IGLC2_HUMAN	 	35.0	214	23063	Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=2 SV=2	21	12	0.571	11	10	7	5	8.120	5.862	7	2392099.907714	1016985.085451	244927.171143	989879.999756	854865.022584	676486.1933599999	1543705.496582	844213.288818	967485.913819	907890.82666	48405.127928999995	5	101672.489258	51904.001465	60838.64941500001	44163.434692	41793.813475999996	31087.165649000002	39722.91333	34264.990845	21142.650879	44128.481933	150.0
53	1	sp|O00187|MASP2_HUMAN	 	 	 	 	13.7	686	75702	Mannan-binding lectin serine protease 2 OS=Homo sapiens OX=9606 GN=MASP2 PE=1 SV=4	25	25	1.000	17	8	17	8	17.000	8.000	17	718710.952271	562687.134522	67320.25898700002	544711.990356	216769.53576499998	557133.252045	816282.9116210002	519426.0112880001	697161.936767	649933.563537	35923.910003	8	285019.812256	380017.79455600004	325638.48999100004	391136.86840999994	274808.224364	364810.35864399996	240259.650085	409888.9576420001	236802.68457	703685.6962889999	3394.0683590000003
54	1	sp|O00391|QSOX1_HUMAN	 	 	 	 	17.8	747	82577	Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3	43	43	1.000	21	22	21	22	21.000	22.000	21	1416916.3173800001	1197571.5886219998	168574.50155900003	1092823.2979750002	526113.9649659999	1042827.8620600001	1401197.073486	948709.3796419998	1487448.087646	1159861.169922	59446.06616199999	22	287240.28008900007	406310.062072	240148.31396599996	488137.10937299987	397690.381899	418701.79296800005	518507.74252599996	404608.426513	269574.98968699994	525672.1809699999	12551.567383
55	1	sp|O00533|NCHL1_HUMAN	 	 	 	 	10.9	1208	135070	Neural cell adhesion molecule L1-like protein OS=Homo sapiens OX=9606 GN=CHL1 PE=1 SV=4	42	42	1.000	19	23	19	23	19.000	23.000	19	852714.9036869999	945745.7271729999	70795.553894	905019.500121	384164.09240599995	706716.7037659999	733265.7962639999	1057232.406372	811169.0818470002	956136.8257440001	17762.729767	23	181586.90612599996	140351.69360499995	203629.62621800002	282776.15221800003	201059.65118499997	206462.987119	230035.31545999998	276679.170168	108430.29617399999	478849.4193100001	927.134277
56	1	sp|O00592|PODXL_HUMAN	 	 	 	 	2.9	558	58635	Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2	6	6	1.000	2	4	2	4	2.000	4.000	2	50800.171875	37879.326172	5754.581297999999	23660.889649	14880.216797000001	43661.490234	47296.103514999995	54922.554688000004	54516.615234	37511.712891	642.105835	4	15195.985352	14042.492309	16549.706298	16969.02954	16223.450074	21525.354247999996	24988.472655999998	21576.243165	12344.831909999999	23921.770753	465.21582
57	1	sp|O14556|G3PT_HUMAN	 	 	sp|O14556|G3PT_HUMAN, sp|P04406|G3P_HUMAN	 	4.4	408	44501	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2	18	16	0.889	12	6	10	6	11.111	6.000	10	121040.613524	110596.35595699999	9785.001220999999	165120.4104	28033.042724	81656.866577	128452.189086	120799.915771	65339.760865	74193.136476	2185.0224	6	23976.209869	25289.238953	30596.912995	21087.103669	22011.688903000002	26227.261048	27071.260438	34636.536683	18368.014221	40899.175782000006	150.0
58	1	sp|O14732|IMPA2_HUMAN	 	 	 	 	6.6	288	31321	Inositol monophosphatase 2 OS=Homo sapiens OX=9606 GN=IMPA2 PE=1 SV=1	3	3	1.000	3	0	3	0	3.000	0.000	3	22096.264526	20993.557739000003	4786.975342	55301.76757899999	10727.103699	26294.102417	30852.953858	42507.20166	21624.314941	23142.102356000003	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	1	sp|O14786|NRP1_HUMAN	 	 	 	 	4.9	923	103133	Neuropilin-1 OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=3	12	12	1.000	8	4	8	4	8.000	4.000	8	211791.596191	222876.570069	21401.6875	129495.33545	81708.203126	172021.737305	185590.829346	268633.688233	143549.395752	239604.043945	1212.833771	4	91596.92517100001	100513.18774400001	119146.243164	110004.57202200001	147591.203614	117940.493164	177050.359131	119890.593995	68524.275146	147937.714356	150.0
60	1	sp|O14791|APOL1_HUMAN	 	 	 	 	44.2	398	43974	Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5	107	107	1.000	49	58	49	58	49.000	58.000	49	5974214.635004999	3089422.073605	482536.852315	3883234.0603060005	1905294.6167909997	4374569.529812001	7653787.9495250005	2233768.000978	6450038.924745999	3227755.758302	93356.58013900001	58	3591276.660628	3467079.095732	3068965.132783001	2793962.76196	4754318.303987	4873334.766050999	4544543.254885	1678412.95831	2236680.1234460003	6661124.113647	22933.396560999998
61	1	sp|O14818|PSA7_HUMAN	 	 	 	 	8.1	248	27887	Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	2	4661.60498	4662.787109000001	507.704803	9871.619141	1830.799927	4630.408691	5996.999511999999	7235.947754000001	4189.251465	3785.400635	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	1	sp|O15031|PLXB2_HUMAN	 	 	 	 	1.2	1838	205125	Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3	5	5	1.000	2	3	2	3	2.000	3.000	2	8604.307373	6093.5068360000005	1205.186279	10685.091552999998	2682.921631	6832.89685	8472.483154000001	9811.223144	8188.580811	8459.835938	150.0	3	7499.641723	6595.231323	11300.169922000001	8249.287354	5628.349853	9396.321778000001	11742.246094	7997.623779	5330.223388999999	10050.651612	150.0
63	1	sp|O15347|HMGB3_HUMAN (+1)	sp|O15347|HMGB3_HUMAN&sp|P26583|HMGB2_HUMAN	 	 	 	4.0	200	22980	High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4	4	4	1.000	1	3	1	3	1.000	3.000	1	218463.015625	175412.234375	113115.125	210157.796875	152857.09375	214779.9375	300692.03125	282460.8125	152750.796875	179041.5625	150.0	3	26770.991211	26174.601074	29589.138184	32938.026855000004	34981.337402	36488.582031	48932.990234	33282.020019999996	26663.401367	55236.654297	150.0
64	1	sp|O15394|NCAM2_HUMAN	 	 	 	 	7.6	837	93045	Neural cell adhesion molecule 2 OS=Homo sapiens OX=9606 GN=NCAM2 PE=1 SV=2	12	12	1.000	6	6	6	6	6.000	6.000	6	319846.700196	200506.07812600004	29548.994568	231306.59619099996	98945.118345	288823.3396	274975.582031	291847.03759900003	247587.262696	264917.447755	13296.324036	6	41787.958497	39777.150757	42292.466186	47328.817993000004	41687.746093999995	51775.856505	54817.831543	66004.673341	36878.518005	54536.85607999999	429.574646
65	1	sp|O43157|PLXB1_HUMAN	 	 	 	 	1.1	2135	232295	Plexin-B1 OS=Homo sapiens OX=9606 GN=PLXNB1 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	2	69007.98877	45103.96875	7195.361816	58174.803711	22100.941651	62985.05712900001	70862.682128	58730.202148	60377.818359	63015.657225999996	150.0	2	4695.7624510000005	7399.967041	4335.948974999999	6701.469482	6754.372803	9508.440918	7254.004883	8225.052978	3680.486817	13527.404297	150.0
66	1	sp|O43493|TGON2_HUMAN	 	 	 	 	17.7	479	51018	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=3	16	16	1.000	6	10	6	10	6.000	10.000	6	155537.781251	117333.64975	25200.998018	150547.07580599998	68868.56304799998	130713.386475	158012.466676	172988.38195799998	142367.764894	153688.01104700004	1261.709015	10	120635.38870200001	117982.145875	115393.24255499999	193730.45263800002	126443.293091	149521.27636699998	219710.66955499997	151127.83544899998	115125.608795	254706.30712899996	150.0
67	1	sp|O43505|B4GA1_HUMAN	 	 	 	 	4.1	415	47119	Beta-1,4-glucuronyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GAT1 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	214674.782227	165098.489502	29893.91034	152150.728027	75046.39514200001	162242.029053	221697.101074	157677.997314	190494.726318	180803.830078	8854.349609	1	2512.634033	2681.857422	3070.4013670000004	3471.6213380000004	4025.9099119999996	4340.59668	4095.538086	3214.558838	1999.5644530000002	5659.29834	391.643127
68	1	sp|O43866|CD5L_HUMAN	 	 	 	 	20.2	347	38087	CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1	18	18	1.000	6	12	6	12	6.000	12.000	6	175700.687621	122014.957948	15367.184693	193474.437989	46667.196045	107624.06527699999	225169.270753	176164.776367	221993.89355500002	293860.277832	8079.955811	12	102634.02715899999	55581.00024499998	86978.588015	82953.16803	127515.97149699999	287453.953856	252855.417968	144886.14557	227841.60559199998	285729.83422900003	150.0
69	1	sp|O60279|SUSD5_HUMAN	 	 	 	 	4.8	629	68020	Sushi domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SUSD5 PE=1 SV=3	4	4	1.000	1	3	1	3	1.000	3.000	1	19490.574219	17546.40625	1945.8215329999998	22559.736328	11002.496094	21506.259766	28377.548827999995	30572.976562	29591.910156	24319.683594	1482.9941410000001	3	31217.404541	31039.560059	32583.391846	39155.665771	36839.332764	34320.54712	40289.017823	41705.757324000006	25690.51831	90139.69018500001	150.0
70	1	sp|O60814|H2B1K_HUMAN (+13)	sp|O60814|H2B1K_HUMAN&sp|P06899|H2B1J_HUMAN&sp|P23527|H2B1O_HUMAN&sp|P33778|H2B1B_HUMAN&sp|P57053|H2BFS_HUMAN&sp|P58876|H2B1D_HUMAN&sp|P62807|H2B1C_HUMAN&sp|Q16778|H2B2E_HUMAN&sp|Q5QNW6|H2B2F_HUMAN&sp|Q93079|H2B1H_HUMAN&sp|Q96A08|H2B1A_HUMAN&sp|Q99877|H2B1N_HUMAN&sp|Q99879|H2B1M_HUMAN&sp|Q99880|H2B1L_HUMAN	 	 	 	14.3	126	13890	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	2	113726.841797	127012.70312500001	20562.158692	246685.470703	82068.769531	111222.111328	105342.005859	127592.552734	84799.177734	96066.398438	3524.98584	2	3833.64392	7516.499755999999	6982.994385	5750.783203999999	14129.449218	4185.653809	5542.210937	12741.414062	4433.4068609999995	9447.117187	150.0
71	1	sp|O60911|CATL2_HUMAN	 	 	 	 	4.8	334	37329	Cathepsin L2 OS=Homo sapiens OX=9606 GN=CTSV PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	2	25736.502930000002	23574.471680000002	2328.462707	43513.140625	12506.896971999999	31766.458008	28051.771483999997	46438.304688	20068.054199000002	24897.916993	1368.054443	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	1	sp|O75083|WDR1_HUMAN	 	 	 	 	4.5	606	66193	WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	4	4	1.000	1	3	1	3	1.000	3.000	1	72495.78125	27141.679688	8675.908203	37181.878906	16156.201172	111113.625	82684.328125	41636.324219	42904.847656	39617.414062	1940.768921	3	7705.416015000001	10640.138916	9765.883301	13068.620606	10603.059082	15737.708252	15380.600831	14610.867432000001	9778.118164	70957.4375	507.16958600000004
73	1	sp|O75223|GGCT_HUMAN	 	 	 	 	21.3	188	21007	Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1	9	9	1.000	7	2	7	2	7.000	2.000	7	191985.244142	169211.11987300002	33387.023283999995	668873.6203610001	92183.211427	246295.883057	239202.252197	536191.965331	174057.971192	198249.28662199999	150.0	2	28761.193665000006	29065.239623999994	28237.112792999997	56117.97998	25519.243469	25077.338501	64935.594238	30797.234589	29873.916442999995	48415.466187	150.0
74	1	sp|O75636|FCN3_HUMAN	 	 	 	 	36.1	299	32903	Ficolin-3 OS=Homo sapiens OX=9606 GN=FCN3 PE=1 SV=2	61	61	1.000	23	38	23	38	23.000	38.000	23	1759666.1453859997	1349493.937255	99186.251495	1382005.9877300002	680323.1823730001	996114.9179689997	1871761.7971210002	1116729.504395	1817219.3965470002	1313656.0908200003	178392.28295899997	38	950137.1386110001	1145512.6723620004	1288513.806275	1514683.669066	598356.5078110001	1906153.8908680005	780963.9094229998	756718.8328849999	470221.909361	1981879.1359859996	5909.650635
75	1	sp|O75874|IDHC_HUMAN	 	 	 	 	5.3	414	46659	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	3	292630.88086000003	232619.201172	42447.782226	320799.876954	99854.685058	235602.720703	342130.769531	262489.223632	223273.409179	228568.358398	9231.031556000002	1	3560.1579590000006	4967.731445	3591.7067869999996	3928.255371	7680.91748	4414.056640999999	5204.677246	5469.836426	3208.456543	6160.332031	150.0
76	1	sp|O75882|ATRN_HUMAN	 	 	 	 	20.3	1429	158535	Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2	150	150	1.000	77	73	77	73	77.000	73.000	77	9801600.990844	14877733.881197	1059460.717774	11421729.025024	5153514.086383	6800949.021302002	16112055.544558	13508109.217532	10071910.611267999	13788477.230103003	230362.379151	73	2227623.867984	1929793.1325070001	2986503.9902980006	2348044.1162730004	1873590.668089001	2614512.6181600005	2975285.177121999	2471140.4906	1338991.6811519994	2704487.1209089993	19833.313964999998
79	1	sp|O76014|KRT37_HUMAN	 	 	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN	 	6.5	449	49747	Keratin, type I cuticular Ha7 OS=Homo sapiens OX=9606 GN=KRT37 PE=3 SV=3	16	0	0.000	12	4	0	0	0.333	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	1	sp|O94985|CSTN1_HUMAN	 	 	 	 	5.4	981	109792	Calsyntenin-1 OS=Homo sapiens OX=9606 GN=CLSTN1 PE=1 SV=1	10	10	1.000	5	5	5	5	5.000	5.000	5	198476.449219	116681.311523	20330.783692	133626.729492	84777.809265	152999.812744	207238.311767	173439.40185700002	180384.664307	216295.86035099998	150.0	5	104320.35351700001	98765.430664	91091.818359	128833.756836	108130.835449	115273.292968	157007.720703	94296.391113	76592.876465	148224.352538	911.774109
82	1	sp|O95428|PPN_HUMAN	 	 	 	 	2.3	1278	137699	Papilin OS=Homo sapiens OX=9606 GN=PAPLN PE=2 SV=4	4	4	1.000	2	2	2	2	2.000	2.000	2	28873.649901999997	13920.241699	1714.9381099999996	20392.981445000005	9892.668945	22451.015624	26176.733886	23378.996582	28796.754882999998	24046.401368	150.0	2	41073.912109	95004.572266	109844.068359	121539.515625	102517.443359	131070.820313	103404.546875	93040.064453	81908.021484	117274.882813	150.0
83	1	sp|O95445|APOM_HUMAN	 	 	 	 	52.1	188	21253	Apolipoprotein M OS=Homo sapiens OX=9606 GN=APOM PE=1 SV=2	57	57	1.000	24	33	24	33	24.000	33.000	24	2850454.823366	1875971.4935900006	183759.75592099997	3373018.0150759993	591549.334413	2540434.886991	3095652.3365450003	1945783.406066	2000744.940553	3012163.4648439996	63993.54776099999	33	619237.0145550004	708009.7745940003	312779.88720900007	522473.152645	666596.8458240002	562640.653565	1038667.362854	383402.048464	156889.59967100003	1028237.267458	8960.96051
84	1	sp|O95479|G6PE_HUMAN	 	 	 	 	4.7	791	88892	GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens OX=9606 GN=H6PD PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	3	118683.330079	72442.330078	17140.806396	92873.13085999999	46269.50879	81668.521484	112771.470703	103240.416016	97800.583984	108053.042969	1794.214844	1	4359.803711	5004.022949	5722.232422	6641.197265999999	4862.419434	5593.506348	5449.237793	4343.392578	2338.451172	6110.434082	150.0
85	1	sp|O95497|VNN1_HUMAN	 	 	 	 	12.1	513	57011	Pantetheinase OS=Homo sapiens OX=9606 GN=VNN1 PE=1 SV=2	26	26	1.000	17	9	17	9	17.000	9.000	17	1199351.479494	1090132.7873550002	176212.70099	3199677.9105230006	628319.9722900002	1437125.4650870003	3060836.238036	1335836.9838269998	1383997.7867119997	1270416.4230340002	9461.227722	9	88147.84448300001	129441.32605	232483.991698	88333.97302199999	111288.071838	102460.355835	60973.572938	66179.74585	59338.500673	92871.64025899999	749.009033
87	1	sp|O95897|NOE2_HUMAN	 	 	 	 	4.2	454	51386	Noelin-2 OS=Homo sapiens OX=9606 GN=OLFM2 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	4	72287.838867	42001.954346	8429.791137999999	58454.016113	20051.719605000002	44217.09375	70841.247071	36682.767334000004	46822.937012	43230.111082999996	579.016968	2	4303.124512	4652.590332	3834.280518	3944.5369869999995	3466.746368	4368.819458	2673.9324340000003	6012.537597	2190.854446	5000.196656	150.0
88	1	sp|O95998|I18BP_HUMAN	 	 	 	 	8.8	194	21099	Interleukin-18-binding protein OS=Homo sapiens OX=9606 GN=IL18BP PE=1 SV=2	6	6	1.000	3	3	3	3	3.000	3.000	3	28097.080566999997	18032.943359999997	2739.457703	34991.514649	13959.223632000001	19315.191406	33076.456054999995	37841.689453	34136.407227	27015.137695999998	1025.63562	3	99519.485596	73249.548096	78204.035645	87780.768554	67973.65893599999	82331.81298799999	130507.790039	61056.858399	78683.713135	201742.119629	150.0
89	1	sp|P00338|LDHA_HUMAN	 	 	sp|P00338|LDHA_HUMAN, sp|P07195|LDHB_HUMAN	 	20.2	332	36688	L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2	15	12	0.800	8	7	6	6	6.750	6.500	6	91827.01000899999	51787.649109	12709.574219	81853.912353	37175.01824800001	89506.270263	105225.627442	54979.101318	78366.783202	68002.64123499999	3268.2250670000003	6	15941.653166	21969.532103999998	18358.556091	25828.548035	24279.385254	26249.156495	30045.172546	22696.641175	10823.014007000002	51289.755371	263.330475
90	1	sp|P00390|GSHR_HUMAN	 	 	 	 	2.9	522	56256	Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2	5	5	1.000	1	4	1	4	1.000	4.000	1	12056.808594	10544.09082	1983.726685	9131.356445	4937.456543	16942.296875	25766.164062	12578.856445	13700.868163999998	12749.851562	708.736023	4	24270.503663	44277.944824000006	39431.854005	41873.902343	41442.303711	80225.458985	52619.898436999996	61326.44140699999	20905.062499	126463.175781	150.0
91	1	sp|P00441|SODC_HUMAN	 	 	 	 	13.6	154	15936	Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	5	5	1.000	3	2	3	2	3.000	2.000	3	58634.046387	39314.000122	7333.544861	39930.788330999996	14831.618712999998	60985.558594	59862.83545	38352.886231	35645.129394	35097.456786999996	150.0	2	23956.496094	16446.947266	26108.962891	47712.242188	10397.37207	50728.261719	22534.373047	47662.144531	52556.125	146009.796875	150.0
92	1	sp|P00450|CERU_HUMAN	 	 	 	 	68.3	1065	122204	Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1	1551	1551	1.000	833	718	833	718	833.000	718.000	833	676712870.8962426	408139701.28811675	63736290.66051599	546285183.8491986	186596647.41948703	556162000.9034729	466996869.99778676	568619934.6515496	434250316.55786806	482818027.12252915	12783351.682020001	718	251944986.782259	161973393.11213893	295612983.16444004	263343864.6797591	320145354.63457614	255630070.35722098	262757206.33346006	260300231.383486	202035754.20786303	266210196.88028115	5480937.587188002
93	1	sp|P00451|FA8_HUMAN	 	 	 	 	1.8	2351	267006	Coagulation factor VIII OS=Homo sapiens OX=9606 GN=F8 PE=1 SV=1	7	7	1.000	2	5	2	5	2.000	5.000	2	48974.494141	38356.1875	7377.25	63367.830078	19094.518555000002	42401.060547	54954.482421999994	46940.251953	51046.572266	41226.054688000004	1252.3046880000002	5	13322.690613	20821.306211999996	27150.243285999997	26205.900757000003	20883.69873	22452.252136	26381.903197999996	21661.307007	10796.28125	24519.730103	150.0
94	1	sp|P00488|F13A_HUMAN	 	 	 	 	18.0	732	83266	Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=4	40	40	1.000	21	19	21	19	21.000	19.000	21	1799601.615842	1582778.001525	185319.641051	1396940.1025070003	994085.01834	1490817.387572	1787671.68286	887618.2615660001	1483118.512206	1320224.8395409998	33476.087737999995	19	374702.342042	321145.00366199994	232484.40075499998	508220.834106	295482.742188	403229.56689200003	339754.30639599997	404592.102295	174873.47595199998	421149.894776	3651.484009
